id,school,color,alternate_color,alternate_names,abbreviation,conference,division,logos,location_id,location_city,location_state,location_zip,location_country,location_latitude,location_longitude,stadium_capacity,location_elevation,location_timezone,grass,dome
2005,Air Force,#004a7b,#ffffff,"AF,Air Force",AF,Mountain West,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2005.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2005.png",3713,Colorado Springs,CO,80840,US,38.9969701,-104.8436165,46692.0,2024.875732,America/Denver,False,False
2006,Akron,#00285e,#84754e,"AKR,Akron",AKR,Mid-American,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2006.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2006.png",3768,Akron,OH,44399,US,41.0725534,-81.5083408,30000.0,321.2875061,America/New_York,False,False
333,Alabama,#9e1632,#ffffff,"ALA,Alabama",ALA,SEC,,"http://a.espncdn.com/i/teamlogos/ncaa/500/333.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/333.png",3657,Tuscaloosa,AL,35487,US,33.2082752,-87.5503836,101821.0,70.05136108,America/Chicago,True,False
2026,App State,#ffcc00,#222222,"Appalachian State,APP,App State",APP,Sun Belt,East,"http://a.espncdn.com/i/teamlogos/ncaa/500/2026.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2026.png",3792,Boone,NC,28608,US,36.2114267,-81.6854278,30000.0,991.3414307,America/New_York,False,False
12,Arizona,#0c234b,#ab0520,"ARIZ,Arizona",ARIZ,Big 12,,"http://a.espncdn.com/i/teamlogos/ncaa/500/12.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/12.png",3619,Tucson,AZ,85721,US,32.2288054,-110.9488677,50782.0,742.1530151,America/Phoenix,False,False
9,Arizona State,#8e0c3a,#ffc72c,"ASU,Arizona St",ASU,Big 12,,"http://a.espncdn.com/i/teamlogos/ncaa/500/9.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/9.png",3947,Tempe,AZ,85287,US,33.4264471,-111.9325005,65870.0,360.1569519,America/Phoenix,True,False
8,Arkansas,#a41f35,#ffffff,"ARK,Arkansas",ARK,SEC,,"http://a.espncdn.com/i/teamlogos/ncaa/500/8.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/8.png",3887,Fayetteville,AR,72702,US,36.0680662,-94.1789534,80000.0,403.7972412,America/Chicago,False,False
2032,Arkansas State,#e81018,#000000,"ARST,Arkansas St",ARST,Sun Belt,West,"http://a.espncdn.com/i/teamlogos/ncaa/500/2032.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2032.png",3625,Jonesboro,AR,72404,US,35.8488977,-90.6677436,30382.0,89.52690887,America/Chicago,False,False
349,Army,#ce9c00,#231f20,"ARMY,Army",ARMY,American Athletic,,"http://a.espncdn.com/i/teamlogos/ncaa/500/349.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/349.png",3841,West Point,NY,10996,US,41.3874924,-73.9640891,38000.0,99.21277618,America/New_York,False,False
2,Auburn,#002b5c,#f26522,"AUB,Auburn",AUB,SEC,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2.png",3785,Auburn,AL,36849,US,32.6025532,-85.4897479,87451.0,201.1737976,America/Chicago,True,False
2050,Ball State,#DA0000,#ffffff,"BALL,Ball State",BALL,Mid-American,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2050.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2050.png",3919,Muncie,IN,47306,US,40.2159422,-85.4161148,22500.0,285.481781,America/Indiana/Indianapolis,False,False
239,Baylor,#154734,#ffb81c,"BAY,Baylor",BAY,Big 12,,"http://a.espncdn.com/i/teamlogos/ncaa/500/239.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/239.png",4727,Waco,TX,76704,US,31.5582015,-97.1156702,45140.0,117.0538101,America/Chicago,False,False
68,Boise State,#0033a0,#fa4616,"BOIS,Boise St",BOIS,Mountain West,,"http://a.espncdn.com/i/teamlogos/ncaa/500/68.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/68.png",3653,Boise,ID,83725,US,43.6028839,-116.1958882,36387.0,823.2221069,America/Boise,False,False
103,Boston College,#8c2232,#dbcca6,"BC,Boston College",BC,ACC,,"http://a.espncdn.com/i/teamlogos/ncaa/500/103.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/103.png",3615,Chestnut Hill,MA,2467 ,US,42.335104,-71.1664413,44500.0,39.82634354,America/New_York,False,False
189,Bowling Green,#2b1000,#492000,"Bowling Green State,BGSU,Bowling Green",BGSU,Mid-American,,"http://a.espncdn.com/i/teamlogos/ncaa/500/189.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/189.png",3700,Bowling Green,OH,43403,US,41.3780114,-83.6225,24000.0,205.9057465,America/New_York,False,False
2084,Buffalo,#041A9B,#ebebeb,"BUF,Buffalo",BUF,Mid-American,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2084.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2084.png",3965,Amherst,NY,14260,US,42.9991334,-78.7775113,30270.0,181.5759735,America/New_York,False,False
252,BYU,#003da5,#ffffff,"Brigham Young,BYU,BYU",BYU,Big 12,,"http://a.espncdn.com/i/teamlogos/ncaa/500/252.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/252.png",3801,Provo,UT,84602,US,40.2575347,-111.6545247,63470.0,1412.097046,America/Denver,True,False
25,California,#031522,#ffc423,"CAL,California",CAL,ACC,,"http://a.espncdn.com/i/teamlogos/ncaa/500/25.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/25.png",3831,Berkeley,CA,94720,US,37.8710434,-122.2507729,62467.0,125.3108063,America/Los_Angeles,False,False
2117,Central Michigan,#6a0032,#ffc82e,"CMU,C Michigan",CMU,Mid-American,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2117.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2117.png",3786,Mount Pleasant,MI,48859,US,43.5777313,-84.7709904,30255.0,240.9007721,America/Detroit,False,False
2429,Charlotte,#046A38,#B9975B,"CLT,Charlotte",CLT,American Athletic,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2429.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2429.png",4418,Charlotte,NC,28223,US,35.3105033,-80.7401194,15300.0,190.365509,America/New_York,False,False
2132,Cincinnati,#E00122,#000000,"CIN,Cincinnati",CIN,Big 12,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2132.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2132.png",3854,Cincinnati,OH,45221,US,39.1312495,-84.5161913,40000.0,230.0660553,America/New_York,False,False
228,Clemson,#f56600,#522d80,"CLEM,Clemson",CLEM,ACC,,"http://a.espncdn.com/i/teamlogos/ncaa/500/228.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/228.png",3836,Clemson,SC,29634,US,34.6787737,-82.8432428,81500.0,205.6452179,America/New_York,True,False
324,Coastal Carolina,#007073,#876447,"CCU,Coastal",CCU,Sun Belt,East,"http://a.espncdn.com/i/teamlogos/ncaa/500/324.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/324.png",3654,Conway,SC,29528,US,33.7928506,-79.0166946,21000.0,13.74894905,America/New_York,False,False
38,Colorado,#CFB87C,#000000,"COLO,Colorado",COLO,Big 12,,"http://a.espncdn.com/i/teamlogos/ncaa/500/38.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/38.png",3726,Boulder,CO,80309,US,40.0094746,-105.266905,50183.0,1634.041138,America/Denver,True,False
36,Colorado State,#1e4d2b,#c8c372,"CSU,Colorado St",CSU,Mountain West,,"http://a.espncdn.com/i/teamlogos/ncaa/500/36.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/36.png",5388,Fort Collins,CO,80521,US,40.570015,-105.088435,36500.0,1528.4,America/Denver,False,False
48,Delaware,#033594,#e8ce31,"DEL,Delaware",DEL,Conference USA,,"http://a.espncdn.com/i/teamlogos/ncaa/500/48.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/48.png",3695,Newark,DE,19713,US,39.6617428,-75.7488224,22000.0,28.74350357,America/New_York,False,False
150,Duke,#013088,#ffffff,"DUKE,Duke",DUKE,ACC,,"http://a.espncdn.com/i/teamlogos/ncaa/500/150.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/150.png",3982,Durham,NC,27708,US,35.9953688,-78.9417564,40004.0,103.0028152,America/New_York,True,False
