id,school,color,alternate_color,alternate_names,abbreviation,conference,division,logos,location_id,location_city,location_state,location_zip,location_country,location_latitude,location_longitude,stadium_capacity,location_elevation,location_timezone,grass,dome
125762,Florida Memorial University,#null,#null,"FLAMEMRL,Florida Memori",FLAMEMRL,,,,,,,,,,,,,,,
52,Florida State,#782f40,#ceb888,"FSU,Florida St",FSU,ACC,,"http://a.espncdn.com/i/teamlogos/ncaa/500/52.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/52.png",3697.0,Tallahassee,FL,32306,US,30.4381692,-84.3044032,67277.0,19.55942535,America/New_York,True,False
53,Florida Tech,#000000,#null,"FLTH,Florida Tech",FLTH,,,"http://a.espncdn.com/i/teamlogos/ncaa/500/53.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/53.png",,,,,,,,,,,,
2230,Fordham,#830032,#909090,"FOR,Fordham",FOR,Patriot,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2230.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2230.png",150.0,Bronx,NY,,US,40.8466508,-73.8785937,7000.0,,,,False
109423,Fork Union,#null,#null,"FORK,Fork Union",FORK,,,,,,,,,,,,,,,
2231,Fort Hays State,#null,#null,"FTHAYST,Ft Hays St",FTHAYST,Mid America,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2231.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2231.png",5890.0,Hays,KS,67601,US,38.8791783,-99.3267702,6362.0,,,,False
2237,Fort Lewis,#null,#null,"FORTLEW,Ft Lewis",FORTLEW,Rocky Mountain,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2237.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2237.png",5944.0,Durango,CO,81302,US,37.2395367,-107.82158179169292,4000.0,,,,False
2232,Fort Valley State,#f9bd0a,#2a307f,"FOR,Ft Valley",FOR,SIAC,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2232.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2232.png",5945.0,Fort Valley,GA,,US,32.5537585,-83.8874084,10000.0,,,,False
2967,Framingham State,#null,#null,"FRA,Framingham",FRA,MSCAC,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2967.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2967.png",3819.0,Framingham,MA,01702,US,42.3095704,-71.4413097,5300.0,,,,False
2233,Franklin,#1b295b,#fdd106,"FRANKLIN,Franklin",FRANKLIN,Heartland,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2233.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2233.png",3716.0,Franklin,IN,92620,US,33.704156,-117.75109,4000.0,222.7,,,False
1001005,Franklin College,#null,#null,,,,,,,,,,,,,,,,,
2234,Franklin & Marshall,#25377d,#6cb3e9,"FRKLNMAR,Frkln Mrsh",FRKLNMAR,Centennial,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2234.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2234.png",7077.0,Lancaster,PA,17603,US,40.03813,-76.3056686,2500.0,,,,False
112334,Franklin Pierce,#null,#null,"FRANK,FRNKLNPRCE",FRANK,Northeast 10,,,6211.0,Rindge,NH,03461,US,42.7517669,-72.01012902437412,2000.0,,,,False
278,Fresno State,#db0032,#002e6d,"FRES,Fresno St",FRES,Mountain West,,"http://a.espncdn.com/i/teamlogos/ncaa/500/278.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/278.png",3660.0,Fresno,CA,93740,US,36.8143527,-119.7580092,41031.0,102.564064,America/Los_Angeles,False,False
527,Friends University,#null,#null,"FRIE,Friends",FRIE,,,,,,,,,,,,,,,
341,Frostburg State,#null,#null,"FRO,Frostburg",FRO,Mountain East,,"http://a.espncdn.com/i/teamlogos/ncaa/500/341.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/341.png",3642.0,Frostburg,MD,21532,US,39.6581425,-78.928357,4000.0,,,,False
231,Furman,#582c83,#ffffff,"FUR,Furman",FUR,Southern,,"http://a.espncdn.com/i/teamlogos/ncaa/500/231.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/231.png",3868.0,Greenville,SC,29617,US,34.920192,-82.4370917,16000.0,303.2829285,America/New_York,False,False
417,Gallaudet,#null,#null,"GAL,Gallaudet",GAL,Old Dominion,,"http://a.espncdn.com/i/teamlogos/ncaa/500/417.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/417.png",5848.0,Washington,DC,20549,US,38.8950368,-77.0365427,1500.0,,,,False
367,Gannon,#null,#null,"GAN,Gannon",GAN,Pennsylvania State Athletic,Western,"http://a.espncdn.com/i/teamlogos/ncaa/500/367.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/367.png",4441.0,Erie,PA,16530,US,42.1294712,-80.0852695,2500.0,,,,False
1000957,Garden City C.C. ,#null,#null,,,,,,,,,,,,,,,,,
2241,Gardner-Webb,#c12535,#909090,"Gardner Webb,GWEB,Gardner-Webb",GWEB,Big South-OVC,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2241.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2241.png",3710.0,Boiling Springs,NC,28152,US,35.2457593,-81.6739887,9000.0,253.207016,America/New_York,False,False
2242,Geneva,#null,#null,"GENEVA,Geneva",GENEVA,Presidents',,"http://a.espncdn.com/i/teamlogos/ncaa/500/2242.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2242.png",5849.0,Beaver Falls,PA,15010,US,40.7520097,-80.3192295,6000.0,,,,False
2244,George Mason University,#016600,#ecb010,"GMU,George Mason",GMU,,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2244.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2244.png",,,,,,,,,,,,
46,Georgetown,#110E42,#001c58,"GTWN,Georgetown",GTWN,Patriot,,"http://a.espncdn.com/i/teamlogos/ncaa/500/46.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/46.png",3847.0,Washington,DC,20007,US,38.9080248,-77.0753144,3750.0,32.38431549,America/New_York,False,False
2245,Georgetown College Kentucky,#null,#null,"GTOWNCOLL,G'Town Col",GTOWNCOLL,,,,,,,,,,,,,,,
61,Georgia,#ba0c2f,#ffffff,"UGA,Georgia",UGA,SEC,,"http://a.espncdn.com/i/teamlogos/ncaa/500/61.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/61.png",3917.0,Athens,GA,30602,US,33.9498197,-83.3733813,92746.0,186.1120758,America/New_York,True,False
1001053,Georgia Military,#null,#null,,,,,,,,,,,,,,,,,
1001045,Georgia Military College Prep,#null,#null,,,,,,,,,,,,,,,,,
290,Georgia Southern,#003775,#f0f0f0,"GASO,GA Southern",GASO,Sun Belt,East,"http://a.espncdn.com/i/teamlogos/ncaa/500/290.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/290.png",3608.0,Statesboro,GA,30460,US,32.4122471,-81.7849296,25000.0,61.25376892,America/New_York,False,False
2247,Georgia State,#1e539a,#ebebeb,"GAST,Georgia St",GAST,Sun Belt,East,"http://a.espncdn.com/i/teamlogos/ncaa/500/2247.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2247.png",4246.0,Atlanta,GA,30315,US,33.735267,-84.389949,25000.0,287,America/New_York,False,False
59,Georgia Tech,#003057,#b3a369,"GT,Georgia Tech",GT,ACC,,"http://a.espncdn.com/i/teamlogos/ncaa/500/59.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/59.png",721.0,Atlanta,GA,30332,US,33.7724449,-84.3928054,55000.0,279.300415,America/New_York,False,False
2248,Gettysburg,#null,#null,"GETTY,Gettysburg",GETTY,Centennial,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2248.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2248.png",5851.0,Gettysburg,PA,17325,US,39.8308973,-77.231012,6000.0,,,,False
2249,Glenville State,#null,#null,"GLENVILLE,Glenville",GLENVILLE,Mountain East,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2249.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2249.png",5887.0,Glenville,WV,26351,US,38.9342573,-80.8376033,2800.0,,,,False
1001027,Glenville State ,#null,#null,,,,,,,,,,,,,,,,,
530,Graceland University,#null,#null,"GRC,Graceland",GRC,,,"http://a.espncdn.com/i/teamlogos/ncaa/500/530.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/530.png",,,,,,,,,,,,
2755,Grambling,#ee8601,#ffd10a,"Grambling State,GRAM,Grambling",GRAM,SWAC,West,"http://a.espncdn.com/i/teamlogos/ncaa/500/2755.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2755.png",3902.0,Grambling,LA,71245,US,32.5258665,-92.7146412,19600.0,94.58428955,America/Chicago,False,False
125,Grand Valley State University,#null,#null,"GVSU,Grand Vall",GVSU,GLIAC,,"http://a.espncdn.com/i/teamlogos/ncaa/500/125.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/125.png",3811.0,Allendale,MI,49401,US,42.968996,-85.894735,10444.0,205.8,America/Detroit,False,False
2839,Greeneville,#f2682a,#000000,"TUS,Tusculum",TUS,South Atlantic,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2839.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2839.png",6078.0,Greeneville,TN,,US,36.1631575,-82.8309861,3500.0,,,,False
2256,Greensboro College,#null,#null,"GRNSBORO,Greensboro",GRNSBORO,USA South,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2256.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2256.png",5852.0,Greensboro,NC,27401,US,36.0726355,-79.7919754,10000.0,,,,False
2257,Greenville,#f36917,#000000,"GRNVIL,Greenville",GRNVIL,Upper Midwest,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2257.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2257.png",5853.0,Greenville,IL,62246,US,38.8922687,-89.4131356,2000.0,,,,False
65,Grinnell,#null,#null,"GRI,Grinnell",GRI,Midwest,,"http://a.espncdn.com/i/teamlogos/ncaa/500/65.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/65.png",5861.0,Grinnell,IA,50112,US,41.7430237,-92.7239637,1500.0,,,,False
146,Grove City College,#null,#null,"GRO,Grove City",GRO,Presidents',,"http://a.espncdn.com/i/teamlogos/ncaa/500/146.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/146.png",5864.0,Grove City,PA,,US,41.1579008,-80.0886631,3500.0,,,,False
2258,Guilford College,#910028,#dcddde,"GUI,Guilford",GUI,Old Dominion,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2258.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2258.png",5892.0,Greensboro,NC,27401,US,36.0726355,-79.7919754,2200.0,,,,False
2968,Gustavus Adolphus,#null,#ebb700,"GUSADOL,Gustvs Adl",GUSADOL,Minnesota,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2968.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2968.png",5893.0,Saint Peter,MN,56082,US,44.3238384,-93.9585295,3000.0,,,,False
348,Hamilton,#062f87,#d5b98b,"HAM,Hamilton",HAM,NESCAC,,"http://a.espncdn.com/i/teamlogos/ncaa/500/348.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/348.png",5894.0,Clinton,NY,12923,US,44.7278943,-73.6686982,2000.0,,,,False
162,Hamline University,#98012e,#ffffff,"HAM,Hamline",HAM,Minnesota,,"http://a.espncdn.com/i/teamlogos/ncaa/500/162.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/162.png",5895.0,Saint Paul,MN,,US,44.9497487,-93.0931028,2000.0,,,,False
297,Hampden-Sydney,#900028,#a8b1b7,"HAM,Hamp Sdney",HAM,Old Dominion,,"http://a.espncdn.com/i/teamlogos/ncaa/500/297.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/297.png",5896.0,Farmville,VA,23901,US,37.3024713,-78.3923813,1850.0,,,,False
2261,Hampton,#0067AC,#null,"HAMP,Hampton",HAMP,CAA,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2261.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2261.png",3620.0,Hampton,VA,23669,US,37.0200894,-76.3331555,12000.0,2.574624538,America/New_York,False,False
2262,Hanover College,#0b486d,#990000,"HAN,Hanover",HAN,Heartland,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2262.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2262.png",3614.0,Hanover,IN,,US,38.7142263,-85.4735707,4000.0,,,,False
2264,Harding University,#null,#null,"HARDING,Harding",HARDING,Great American,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2264.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2264.png",5885.0,Searcy,AR,72121,US,35.9018987,-92.7098744,5854.0,,,,False
2810,Hardin-Simmons,#5b2d83,#fec52f,"HARDSIM,Hardn-Simm",HARDSIM,American Southwest,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2810.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2810.png",5114.0,Abilene,TX,79697,US,32.44645,-99.7475905,4000.0,,,,False
173,Hartwick,#null,#null,"HAR,Hartwick",HAR,Empire 8,,"http://a.espncdn.com/i/teamlogos/ncaa/500/173.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/173.png",5636.0,Oneonta,NY,13820,US,42.453492,-75.0629531,1200.0,,,,False
108,Harvard,#990000,#dbdbdb,"HARV,Harvard",HARV,Ivy,,"http://a.espncdn.com/i/teamlogos/ncaa/500/108.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/108.png",3750.0,Boston,MA,2134 ,US,42.366704,-71.1267511,30323.0,1.96428895,America/New_York,False,False
535,Haskell Indian Nations Univ,#null,#null,"Haskell Indian Nations,HASKELL,Haskell",HASKELL,,,"http://a.espncdn.com/i/teamlogos/ncaa/500/535.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/535.png",,,,,,,,,,,,
62,Hawai'i,#003420,#ffffff,"HAW,Hawai’i",HAW,Mountain West,,"http://a.espncdn.com/i/teamlogos/ncaa/500/62.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/62.png",7220.0,Honolulu,HI,96822,,21.294294,-157.819338,9000.0,20,,True,False
191,Heidelberg,#null,#null,"HEI,Heidelberg",HEI,Ohio,,"http://a.espncdn.com/i/teamlogos/ncaa/500/191.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/191.png",5854.0,Tiffin,OH,44883,US,41.114485,-83.1779537,1300.0,,,,False
2271,Henderson State,#null,#null,"HENDERSON,Henderson",HENDERSON,Great American,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2271.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2271.png",5113.0,Arkadelphia,AR,71998,US,34.1209292,-93.053784,9600.0,,,,False
418,Hendrix College,#null,#null,"HENDRIX,Hendrix",HENDRIX,Southern Athletic,,"http://a.espncdn.com/i/teamlogos/ncaa/500/418.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/418.png",4423.0,Conway,AR,72112,US,35.2521996,-92.6888936,1500.0,,,,False
1001016,Highland C.C.,#null,#null,,,,,,,,,,,,,,,,,
125974,Hilbert College,#null,#null,"HIL,Hilbert College",HIL,Empire 8,,,7512.0,Hamburg,NY,,US,,,0.0,,,,False
2273,Hillsdale,#null,#null,"HILLSDALE,Hillsdale",HILLSDALE,Great Midwest Athletic,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2273.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2273.png",3729.0,Hillsdale,MI,66036,US,41.8779105,-84.5984396,8500.0,,,,False
1000984,Hillsdale College,#null,#null,,,,,,,,,,,,,,,,,
1000979,Hinds C.C.,#null,#null,,,,,,,,,,,,,,,,,
2274,Hiram College,#null,#null,"HIR,Hiram",HIR,Presidents',,"http://a.espncdn.com/i/teamlogos/ncaa/500/2274.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2274.png",5855.0,Hiram,OH,44234,US,41.312555,-81.14371,2500.0,,,,False
174,Hobart College,#null,#null,"HBRT,Hobart",HBRT,Liberty League,,"http://a.espncdn.com/i/teamlogos/ncaa/500/174.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/174.png",5856.0,Geneva,NY,14456,US,42.8690271,-76.9786122,3000.0,,,,False
108354,Holland College,#null,#null,"HOL,Holland College",HOL,,,,,,,,,,,,,,,
1000982,Holmes C.C.,#null,#null,,,,,,,,,,,,,,,,,
107,Holy Cross,#0a0a0a,#080808,"HC,Holy Cross",HC,Patriot,,"http://a.espncdn.com/i/teamlogos/ncaa/500/107.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/107.png",3722.0,Worcester,MA,1601 ,US,42.2403564,-71.8111424,23500.0,137.3915253,America/New_York,True,False
1001002,Hope ,#null,#null,,,,,,,,,,,,,,,,,
2812,Hope College,#null,#null,"HOP,Hope",HOP,Michigan,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2812.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2812.png",3755.0,Holland,MI,49423,US,42.7876022,-86.1090828,5300.0,,,,False
248,Houston,#c92a39,#ffffff,"HOU,Houston",HOU,Big 12,,"http://a.espncdn.com/i/teamlogos/ncaa/500/248.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/248.png",4728.0,Houston,TX,77004,US,29.7219885,-95.3491623,40000.0,9.57440567,America/Chicago,False,False
2277,Houston Christian,#00539c,#null,"Houston Baptist,HCU,Hou Christian",HCU,Southland,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2277.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2277.png",4424.0,Houston,TX,77074,US,29.6949025,-95.5167353,5000.0,19.87884521,America/Chicago,False,False
47,Howard,#003a63,#e51937,"HOW,Howard",HOW,MEAC,,"http://a.espncdn.com/i/teamlogos/ncaa/500/47.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/47.png",3990.0,Washington,DC,20059,US,38.925487,-77.021047,10000.0,53.46718979,America/New_York,False,False
2758,Howard Payne,#02215b,#b5985b,"HOWPAY,Hwrd Payne",HOWPAY,American Southwest,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2758.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2758.png",5857.0,Brownwood,TX,76801,US,31.7070026,-98.9831022,7500.0,,,,False
3237,Hudson Valley,#null,#null,"HVCC,Hudson",HVCC,,,,,,,,,,,,,,,
2278,Humboldt State,#000000,#null,"HUM,Humboldt St",HUM,,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2278.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2278.png",,,,,,,,,,,,
2938,Huntingdon College (AL),#null,#null,"HNTNGDN,Huntingdon",HNTNGDN,USA South,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2938.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2938.png",3915.0,Montgomery,AL,,US,32.3669656,-86.3006485,2500.0,,,,False
2280,Husson,#004b44,#b09a5f,"HUSSON,Husson",HUSSON,Commonwealth Coast,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2280.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2280.png",3995.0,Bangor,ME,04401,US,44.8011821,-68.7778138,3000.0,,,,False
1000953,Hutchinson C.C.,#null,#null,,,,,,,,,,,,,,,,,
1000940,Hutchinson C.C.,#null,#null,,,,,,,,,,,,,,,,,
70,Idaho,#null,#8c6e4a,"IDHO,Idaho",IDHO,Big Sky,,"http://a.espncdn.com/i/teamlogos/ncaa/500/70.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/70.png",3791.0,Moscow,ID,83843,US,46.7262921,-117.0173713,16000.0,794.4794922,America/Los_Angeles,False,True
304,Idaho State,#ef8c00,#e9a126,"IDST,Idaho St",IDST,Big Sky,,"http://a.espncdn.com/i/teamlogos/ncaa/500/304.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/304.png",1930.0,Pocatello,ID,83201,US,42.8702052,-112.4281274,12000.0,1390.252441,America/Boise,False,True
356,Illinois,#ff5f05,#13294b,"ILL,Illinois",ILL,Big Ten,,"http://a.espncdn.com/i/teamlogos/ncaa/500/356.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/356.png",3832.0,Champaign,IL,61820,US,40.0993268,-88.2359569,60670.0,223.2471619,America/Chicago,False,False
2286,Illinois College,#null,#null,"ILLCOLL,Ill Col",ILLCOLL,Midwest,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2286.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2286.png",5858.0,Jacksonville,IL,,US,39.7343037,-90.2288356,1468.0,,,,False
2287,Illinois State,#CE1126,#ffe716,"ILST,Illinois St",ILST,MVFC,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2287.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2287.png",3744.0,Normal,IL,61761,US,40.5125091,-88.9967177,15000.0,242.8722687,America/Chicago,False,False
306,Illinois Wesleyan,#null,#null,"ILLWES,IL Weslyan",ILLWES,CCIW,,"http://a.espncdn.com/i/teamlogos/ncaa/500/306.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/306.png",5859.0,Bloomington,IL,,US,40.4797828,-88.9939147,3500.0,,,,False
2916,Incarnate Word,#null,#080808,"UIW,Incarnate Word",UIW,Southland,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2916.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2916.png",3734.0,San Antonio,TX,78209,US,29.4674787,-98.470014,6000.0,208.4659576,America/Chicago,False,False
1000942,Independence C.C.,#null,#null,,,,,,,,,,,,,,,,,
1000963,Independence C.C.,#null,#null,,,,,,,,,,,,,,,,,
1000964,Independence C.C.,#null,#null,,,,,,,,,,,,,,,,,
84,Indiana,#990000,#edebeb,"IU,Indiana",IU,Big Ten,,"http://a.espncdn.com/i/teamlogos/ncaa/500/84.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/84.png",3830.0,Bloomington,IN,47408,US,39.1808959,-86.5256217,52656.0,231.6500854,America/Indiana/Indianapolis,False,False
2291,Indiana-Pennsylvania,#null,#null,"IUP,INDIANAPA,Indiana PA",INDIANAPA,Pennsylvania State Athletic,Western,"http://a.espncdn.com/i/teamlogos/ncaa/500/2291.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2291.png",4433.0,Indiana,PA,15102,US,40.6214551,-79.1525349,6000.0,,,,False
2292,Indianapolis,#null,#null,"INDY,Indy",INDY,Great Lakes,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2292.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2292.png",6040.0,Indianapolis,IN,46222,US,39.7683331,-86.1583502,5500.0,,,,False
282,Indiana State,#00669a,#f0f0f0,"INST,Indiana St",INST,MVFC,,"http://a.espncdn.com/i/teamlogos/ncaa/500/282.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/282.png",3829.0,Terre Haute,IN,47809,US,39.4746858,-87.3669599,12764.0,155.5213165,America/Indiana/Indianapolis,False,False
111756,Indiana Wesleyan,#null,#null,"INWESL,INDWESLYAN",INWESL,,,,,,,,,,,,,,,
314,Iona,#null,#null,"IONA,Iona",IONA,,,,,,,,,,,,,,,
2294,Iowa,#000000,#FFCD00,"IOWA,Iowa",IOWA,Big Ten,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2294.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2294.png",3793.0,Iowa City,IA,52242,US,41.6586045,-91.5510829,69250.0,220.6357727,America/Chicago,False,False
1000943,Iowa Central C.C.,#null,#null,,,,,,,,,,,,,,,,,
66,Iowa State,#822433,#fdca2f,"ISU,Iowa State",ISU,Big 12,,"http://a.espncdn.com/i/teamlogos/ncaa/500/66.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/66.png",3772.0,Ames,IA,50011,US,42.0139977,-93.6357716,61500.0,274.9135437,America/Chicago,True,False
2295,Iowa Wesleyan,#000000,#null,"IOW,Iowa Wesleyan",IOW,,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2295.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2295.png",,,,,,,,,,,,
1000973,Iowa Western C.C.,#null,#null,,,,,,,,,,,,,,,,,
1001021,Itawamba C.C.,#null,#null,,,,,,,,,,,,,,,,,
175,Ithaca College,#null,#null,"ITH,Ithaca",ITH,Liberty League,,"http://a.espncdn.com/i/teamlogos/ncaa/500/175.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/175.png",5862.0,Ithaca,NY,,US,42.4396039,-76.4968019,5000.0,,,,False
2296,Jackson State,#123297,#b5b7ba,"JKST,Jackson St",JKST,SWAC,East,"http://a.espncdn.com/i/teamlogos/ncaa/500/2296.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2296.png",3976.0,Jackson,MS,39216,US,32.3300053,-90.1795578,44215.0,108.4067383,America/Chicago,True,False
294,Jacksonville,#00523e,#null,"JAC,Jacksonville",JAC,,,"http://a.espncdn.com/i/teamlogos/ncaa/500/294.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/294.png",,,,,,,,,,,,
55,Jacksonville State,#b50500,#b5b7ba,"JXST,Jax State",JXST,Conference USA,,"http://a.espncdn.com/i/teamlogos/ncaa/500/55.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/55.png",3662.0,Jacksonville,AL,36265,US,33.8201052,-85.76647,24000.0,198.0679016,America/Chicago,False,False
256,James Madison,#450084,#b5a068,"JMU,James Madison",JMU,Sun Belt,East,"http://a.espncdn.com/i/teamlogos/ncaa/500/256.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/256.png",3651.0,Harrisonburg,VA,22807,US,38.4352919,-78.8729349,24877.0,399.303009,America/New_York,False,False
2939,Jamestown College,#null,#null,"JAM,Jamestown",JAM,Northern Sun,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2939.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2939.png",,,,,,,,,,,,
2302,John Carroll University,#null,#null,"JOH,John Carrl",JOH,Ohio,,"http://a.espncdn.com/i/teamlogos/ncaa/500/2302.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2302.png",5863.0,University Heights,OH,45220,US,41.497831,-81.537346,5416.0,,,,False
118,Johns Hopkins University,#null,#null,"JHU,Johns Hopkins",JHU,Centennial,,"http://a.espncdn.com/i/teamlogos/ncaa/500/118.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/118.png",5124.0,Baltimore,MD,21221,US,39.2908816,-76.610759,8500.0,,,,False
2304,Johnson C Smith,#null,#null,"Johnson Smith,JOH,Jsn C Smth",JOH,CIAA,Southern,"http://a.espncdn.com/i/teamlogos/ncaa/500/2304.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2304.png",6041.0,Charlotte,NC,28206,US,35.2272086,-80.8430827,4500.0,,,,False
1001009,Johnson C. Smith University,#null,#null,,,,,,,,,,,,,,,,,
246,Juniata College,#031832,#ac9c66,"JUN,Juniata",JUN,Landmark Conference,,"http://a.espncdn.com/i/teamlogos/ncaa/500/246.png,http://a.espncdn.com/i/teamlogos/ncaa/500-dark/246.png",5902.0,Huntingdon,PA,16652,US,40.4847959,-78.0102813,3000.0,,,,False
